time_sec,lat_deg,lon_deg,alt_agl_m,u_mps,v_mps,w_mps,true_airspeed_mps,ground_speed_mps,pitch_deg,roll_deg,yaw_deg,p_rad_sec,q_rad_sec,r_rad_sec,ax_mps2,ay_mps2,az_mps2,alpha_deg,beta_deg,qbar_pa,thrust_n,mach
27.783000000,40.248577249,139.984824790,3460.992055,17.680189,0.000000,5.960593,32.404178,17.680189,-18.630712,0.000000,-74.246941,0.000000,0.000000,0.000000,-25.340818,0.000000,5.071838,0.000000,0.000000,0.000000,0.000000,0.000000
27.793000000,40.248577677,139.984822803,3460.932170,17.428904,0.000000,6.011283,32.166648,17.428904,-19.029472,0.000000,-74.257311,0.000000,0.000000,0.000000,-24.956225,0.000000,5.066571,0.000000,0.000000,0.000000,0.000000,0.000000
27.803000000,40.248578098,139.984820844,3460.871778,17.181415,0.000000,6.061920,31.933126,17.181415,-19.433781,0.000000,-74.267822,0.000000,0.000000,0.000000,-24.580639,0.000000,5.061340,0.000000,0.000000,0.000000,0.000000,0.000000
27.813000000,40.248578513,139.984818912,3460.810881,16.937633,0.000000,6.112505,31.703525,16.937633,-19.843654,0.000000,-74.278477,0.000000,0.000000,0.000000,-24.213785,0.000000,5.056142,0.000000,0.000000,0.000000,0.000000,0.000000
27.823000000,40.248578922,139.984817008,3460.749478,16.697473,0.000000,6.163038,31.477759,16.697473,-20.259104,0.000000,-74.289280,0.000000,0.000000,0.000000,-23.855398,0.000000,5.050974,0.000000,0.000000,0.000000,0.000000,0.000000
27.833000000,40.248579325,139.984815131,3460.687570,16.460852,0.000000,6.213519,31.255747,16.460852,-20.680143,0.000000,-74.300232,0.000000,0.000000,0.000000,-23.505224,0.000000,5.045833,0.000000,0.000000,0.000000,0.000000,0.000000
27.843000000,40.248579722,139.984813281,3460.625157,16.227688,0.000000,6.263949,31.037410,16.227688,-21.106777,0.000000,-74.311339,0.000000,0.000000,0.000000,-23.163018,0.000000,5.040717,0.000000,0.000000,0.000000,0.000000,0.000000
27.853000000,40.248580113,139.984811456,3460.562241,15.997904,0.000000,6.314328,30.822669,15.997904,-21.539012,0.000000,-74.322602,0.000000,0.000000,0.000000,-22.828544,0.000000,5.035623,0.000000,0.000000,0.000000,0.000000,0.000000
27.863000000,40.248580498,139.984809658,3460.498821,15.771423,0.000000,6.364657,30.611450,15.771423,-21.976848,0.000000,-74.334026,0.000000,0.000000,0.000000,-22.501575,0.000000,5.030549,0.000000,0.000000,0.000000,0.000000,0.000000
27.873000000,40.248580878,139.984807884,3460.434897,15.548171,0.000000,6.414934,30.403680,15.548171,-22.420284,0.000000,-74.345614,0.000000,0.000000,0.000000,-22.181893,0.000000,5.025491,0.000000,0.000000,0.000000,0.000000,0.000000
27.883000000,40.248581251,139.984806136,3460.370472,15.328077,0.000000,6.465161,30.199289,15.328077,-22.869314,0.000000,-74.357371,0.000000,0.000000,0.000000,-21.869285,0.000000,5.020447,0.000000,0.000000,0.000000,0.000000,0.000000
27.893000000,40.248581620,139.984804412,3460.305544,15.111072,0.000000,6.515338,29.998207,15.111072,-23.323928,0.000000,-74.369298,0.000000,0.000000,0.000000,-21.563550,0.000000,5.015416,0.000000,0.000000,0.000000,0.000000,0.000000
27.903000000,40.248581982,139.984802713,3460.240115,14.897086,0.000000,6.565465,29.800368,14.897086,-23.784114,0.000000,-74.381402,0.000000,0.000000,0.000000,-21.264489,0.000000,5.010394,0.000000,0.000000,0.000000,0.000000,0.000000
27.913000000,40.248582340,139.984801037,3460.174185,14.686056,0.000000,6.615541,29.605707,14.686056,-24.249855,0.000000,-74.393686,0.000000,0.000000,0.000000,-20.971916,0.000000,5.005379,0.000000,0.000000,0.000000,0.000000,0.000000
27.923000000,40.248582692,139.984799385,3460.107754,14.477916,0.000000,6.665567,29.414161,14.477916,-24.721130,0.000000,-74.406153,0.000000,0.000000,0.000000,-20.685646,0.000000,5.000370,0.000000,0.000000,0.000000,0.000000,0.000000
27.933000000,40.248583038,139.984797757,3460.040824,14.272606,0.000000,6.715543,29.225670,14.272606,-25.197913,0.000000,-74.418809,0.000000,0.000000,0.000000,-20.405503,0.000000,4.995364,0.000000,0.000000,0.000000,0.000000,0.000000
27.943000000,40.248583380,139.984796151,3459.973394,14.070063,0.000000,6.765470,29.040173,14.070063,-25.680176,0.000000,-74.431657,0.000000,0.000000,0.000000,-20.131319,0.000000,4.990359,0.000000,0.000000,0.000000,0.000000,0.000000
27.953000000,40.248583716,139.984794569,3459.905465,13.870231,0.000000,6.815346,28.857612,13.870231,-26.167885,0.000000,-74.444703,0.000000,0.000000,0.000000,-19.862927,0.000000,4.985353,0.000000,0.000000,0.000000,0.000000,0.000000
27.963000000,40.248584048,139.984793008,3459.837037,13.673051,0.000000,6.865172,28.677933,13.673051,-26.661001,0.000000,-74.457951,0.000000,0.000000,0.000000,-19.600170,0.000000,4.980344,0.000000,0.000000,0.000000,0.000000,0.000000
